n_neighbors,algorithm,cv,dataset,score
15,ball_tree,5,digits_data,0.9543825441039926
16,ball_tree,5,digits_data,0.9543840916125038
17,ball_tree,5,digits_data,0.9532667904673475
18,ball_tree,5,digits_data,0.9493748065614362
19,ball_tree,5,digits_data,0.950484370164036
20,ball_tree,5,digits_data,0.9504859176725471
21,ball_tree,5,digits_data,0.9488192510058806
22,ball_tree,5,digits_data,0.9493763540699474
23,ball_tree,5,digits_data,0.948263695450325
24,ball_tree,5,digits_data,0.9488238935314145
25,ball_tree,5,digits_data,0.9460383782110803
26,ball_tree,5,digits_data,0.9454828226555246
27,ball_tree,5,digits_data,0.9438099659548127
28,ball_tree,5,digits_data,0.9432497678737233
29,ball_tree,5,digits_data,0.9410275456515012
30,ball_tree,5,digits_data,0.9415815536985453
31,ball_tree,5,digits_data,0.9404658000619005
32,ball_tree,5,digits_data,0.9410229031259671
33,ball_tree,5,digits_data,0.9404642525533891
34,ball_tree,5,digits_data,0.9387929433611886
35,ball_tree,5,digits_data,0.9371278242030332
36,ball_tree,5,digits_data,0.9343454038997215
37,ball_tree,5,digits_data,0.9354565150108327
38,ball_tree,5,digits_data,0.9337867533271433
39,ball_tree,5,digits_data,0.9315614360878985
40,ball_tree,5,digits_data,0.9321169916434542
41,ball_tree,5,digits_data,0.9298932219127206
42,ball_tree,5,digits_data,0.9304503249767875
43,ball_tree,5,digits_data,0.9298932219127206
44,ball_tree,5,digits_data,0.9310043330238317
45,ball_tree,5,digits_data,0.9310043330238317
46,ball_tree,5,digits_data,0.9310043330238317
47,ball_tree,5,digits_data,0.9282203652120087
48,ball_tree,5,digits_data,0.9287774682760755
49,ball_tree,5,digits_data,0.9271092541008976
3,kd_tree,5,digits_data,0.9660646858557721
4,kd_tree,5,digits_data,0.9638409161250386
5,kd_tree,5,digits_data,0.9627282575054161
6,kd_tree,5,digits_data,0.9593856391210152
7,kd_tree,5,digits_data,0.9599458372021046
8,kd_tree,5,digits_data,0.9582760755184154
9,kd_tree,5,digits_data,0.9566109563602601
10,kd_tree,5,digits_data,0.954942742185082
11,kd_tree,5,digits_data,0.9554982977406375
12,kd_tree,5,digits_data,0.9560523057876817
13,kd_tree,5,digits_data,0.9554967502321263
14,kd_tree,5,digits_data,0.9560507582791706
15,kd_tree,5,digits_data,0.9549380996595481
16,kd_tree,5,digits_data,0.9543840916125038
17,kd_tree,5,digits_data,0.9538223460229032
18,kd_tree,5,digits_data,0.9493748065614362
19,kd_tree,5,digits_data,0.950484370164036
20,kd_tree,5,digits_data,0.9504859176725471
21,kd_tree,5,digits_data,0.9488192510058806
22,kd_tree,5,digits_data,0.9493763540699474
23,kd_tree,5,digits_data,0.9477081398947694
24,kd_tree,5,digits_data,0.9488238935314145
25,kd_tree,5,digits_data,0.9454812751470133
26,kd_tree,5,digits_data,0.9454828226555246
27,kd_tree,5,digits_data,0.9438099659548127
28,kd_tree,5,digits_data,0.9432497678737233
29,kd_tree,5,digits_data,0.9410275456515012
30,kd_tree,5,digits_data,0.9410244506344785
31,kd_tree,5,digits_data,0.9404658000619005
32,kd_tree,5,digits_data,0.9404658000619005
33,kd_tree,5,digits_data,0.9404642525533891
34,kd_tree,5,digits_data,0.9393500464252554
35,kd_tree,5,digits_data,0.9365722686474776
36,kd_tree,5,digits_data,0.9343454038997215
37,kd_tree,5,digits_data,0.9348994119467658
38,kd_tree,5,digits_data,0.9332311977715877
39,kd_tree,5,digits_data,0.9310043330238317
40,kd_tree,5,digits_data,0.9321169916434542
41,kd_tree,5,digits_data,0.9293361188486537
42,kd_tree,5,digits_data,0.9304503249767875
43,kd_tree,5,digits_data,0.929337666357165
44,kd_tree,5,digits_data,0.9298916744042092
45,kd_tree,5,digits_data,0.9310043330238317
46,kd_tree,5,digits_data,0.9310043330238317
47,kd_tree,5,digits_data,0.9282203652120087
48,kd_tree,5,digits_data,0.9287774682760755
49,kd_tree,5,digits_data,0.9271092541008976
3,brute,5,digits_data,0.966621788919839
4,brute,5,digits_data,0.9638409161250386
5,brute,5,digits_data,0.9627282575054161
6,brute,5,digits_data,0.9593856391210152
7,brute,5,digits_data,0.9599458372021046
8,brute,5,digits_data,0.9582760755184154
9,brute,5,digits_data,0.9566109563602601
10,brute,5,digits_data,0.954942742185082
11,brute,5,digits_data,0.9554982977406375
12,brute,5,digits_data,0.9560523057876817
13,brute,5,digits_data,0.9554967502321263
14,brute,5,digits_data,0.9560507582791706
15,brute,5,digits_data,0.9543825441039926
16,brute,5,digits_data,0.9543840916125038
17,brute,5,digits_data,0.9532667904673475
18,brute,5,digits_data,0.9493748065614362
19,brute,5,digits_data,0.950484370164036
20,brute,5,digits_data,0.9493732590529248
21,brute,5,digits_data,0.9488192510058806
22,brute,5,digits_data,0.9493763540699474
23,brute,5,digits_data,0.948263695450325
24,brute,5,digits_data,0.9488238935314145
25,brute,5,digits_data,0.9460383782110803
26,brute,5,digits_data,0.9454828226555246
27,brute,5,digits_data,0.9438099659548127
28,brute,5,digits_data,0.9432497678737233
29,brute,5,digits_data,0.9410275456515012
30,brute,5,digits_data,0.9410244506344785
31,brute,5,digits_data,0.9404658000619005
32,brute,5,digits_data,0.9410213556174559
33,brute,5,digits_data,0.9404642525533891
34,brute,5,digits_data,0.9387929433611886
35,brute,5,digits_data,0.9365722686474776
36,brute,5,digits_data,0.9343454038997215
37,brute,5,digits_data,0.9343438563912102
38,brute,5,digits_data,0.9326740947075208
39,brute,5,digits_data,0.9315598885793872
40,brute,5,digits_data,0.9321169916434542
41,brute,5,digits_data,0.9298932219127206
42,brute,5,digits_data,0.9304503249767875
43,brute,5,digits_data,0.929337666357165
44,brute,5,digits_data,0.9298932219127206
45,brute,5,digits_data,0.9310043330238317
46,brute,5,digits_data,0.9310043330238317
47,brute,5,digits_data,0.9282203652120087
48,brute,5,digits_data,0.9287774682760755
49,brute,5,digits_data,0.9271092541008976
3,auto,2,wine_data,0.646067415730337
4,auto,2,wine_data,0.6741573033707865
5,auto,2,wine_data,0.6629213483146067
6,auto,2,wine_data,0.6685393258426966
7,auto,2,wine_data,0.6741573033707866
8,auto,2,wine_data,0.6460674157303371
9,auto,2,wine_data,0.646067415730337
10,auto,2,wine_data,0.6685393258426966
11,auto,2,wine_data,0.6741573033707865
12,auto,2,wine_data,0.6685393258426966
13,auto,2,wine_data,0.651685393258427
14,auto,2,wine_data,0.6629213483146068
15,auto,2,wine_data,0.6741573033707866
16,auto,2,wine_data,0.6797752808988764
17,auto,2,wine_data,0.6910112359550562
18,auto,2,wine_data,0.6685393258426966
19,auto,2,wine_data,0.6797752808988764
20,auto,2,wine_data,0.6629213483146068
21,auto,2,wine_data,0.6797752808988764
22,auto,2,wine_data,0.6741573033707866
23,auto,2,wine_data,0.6797752808988764
24,auto,2,wine_data,0.6853932584269662
25,auto,2,wine_data,0.6910112359550562
26,auto,2,wine_data,0.6853932584269663
27,auto,2,wine_data,0.6853932584269662
28,auto,2,wine_data,0.6853932584269663
29,auto,2,wine_data,0.696629213483146
30,auto,2,wine_data,0.6910112359550562
31,auto,2,wine_data,0.702247191011236
32,auto,2,wine_data,0.7078651685393258
33,auto,2,wine_data,0.7078651685393258
34,auto,2,wine_data,0.7134831460674157
35,auto,2,wine_data,0.702247191011236
36,auto,2,wine_data,0.7078651685393258
37,auto,2,wine_data,0.702247191011236
38,auto,2,wine_data,0.7078651685393258
39,auto,2,wine_data,0.7078651685393258
40,auto,2,wine_data,0.7078651685393258
41,auto,2,wine_data,0.6966292134831461
42,auto,2,wine_data,0.7303370786516854
43,auto,2,wine_data,0.7247191011235955
44,auto,2,wine_data,0.702247191011236
45,auto,2,wine_data,0.7078651685393258
46,auto,2,wine_data,0.7078651685393258
47,auto,2,wine_data,0.702247191011236
48,auto,2,wine_data,0.696629213483146
49,auto,2,wine_data,0.6910112359550562
3,ball_tree,2,wine_data,0.646067415730337
4,ball_tree,2,wine_data,0.6741573033707865
5,ball_tree,2,wine_data,0.6629213483146067
6,ball_tree,2,wine_data,0.6685393258426966
7,ball_tree,2,wine_data,0.6741573033707866
8,ball_tree,2,wine_data,0.6460674157303371
9,ball_tree,2,wine_data,0.646067415730337
10,ball_tree,2,wine_data,0.6685393258426966
11,ball_tree,2,wine_data,0.6741573033707865
12,ball_tree,2,wine_data,0.6685393258426966
13,ball_tree,2,wine_data,0.651685393258427
14,ball_tree,2,wine_data,0.6629213483146068
15,ball_tree,2,wine_data,0.6741573033707866
16,ball_tree,2,wine_data,0.6797752808988764
17,ball_tree,2,wine_data,0.6910112359550562
18,ball_tree,2,wine_data,0.6685393258426966
19,ball_tree,2,wine_data,0.6797752808988764
20,ball_tree,2,wine_data,0.6629213483146068
21,ball_tree,2,wine_data,0.6797752808988764
22,ball_tree,2,wine_data,0.6741573033707866
23,ball_tree,2,wine_data,0.6797752808988764
24,ball_tree,2,wine_data,0.6853932584269662
25,ball_tree,2,wine_data,0.6910112359550562
26,ball_tree,2,wine_data,0.6853932584269663
27,ball_tree,2,wine_data,0.6853932584269662
28,ball_tree,2,wine_data,0.6853932584269663
29,ball_tree,2,wine_data,0.696629213483146
30,ball_tree,2,wine_data,0.6910112359550562
31,ball_tree,2,wine_data,0.702247191011236
32,ball_tree,2,wine_data,0.7078651685393258
33,ball_tree,2,wine_data,0.7078651685393258
34,ball_tree,2,wine_data,0.7134831460674157
35,ball_tree,2,wine_data,0.702247191011236
36,ball_tree,2,wine_data,0.7078651685393258
37,ball_tree,2,wine_data,0.702247191011236
38,ball_tree,2,wine_data,0.7078651685393258
39,ball_tree,2,wine_data,0.7078651685393258
40,ball_tree,2,wine_data,0.7078651685393258
41,ball_tree,2,wine_data,0.6966292134831461
42,ball_tree,2,wine_data,0.7303370786516854
43,ball_tree,2,wine_data,0.7247191011235955
44,ball_tree,2,wine_data,0.702247191011236
45,ball_tree,2,wine_data,0.7078651685393258
46,ball_tree,2,wine_data,0.7078651685393258
47,ball_tree,2,wine_data,0.702247191011236
48,ball_tree,2,wine_data,0.696629213483146
49,ball_tree,2,wine_data,0.6910112359550562
3,kd_tree,2,wine_data,0.646067415730337
4,kd_tree,2,wine_data,0.6741573033707865
5,kd_tree,2,wine_data,0.6629213483146067
6,kd_tree,2,wine_data,0.6685393258426966
7,kd_tree,2,wine_data,0.6741573033707866
8,kd_tree,2,wine_data,0.6460674157303371
9,kd_tree,2,wine_data,0.646067415730337
10,kd_tree,2,wine_data,0.6685393258426966
11,kd_tree,2,wine_data,0.6741573033707865
12,kd_tree,2,wine_data,0.6685393258426966
13,kd_tree,2,wine_data,0.651685393258427
14,kd_tree,2,wine_data,0.6629213483146068
15,kd_tree,2,wine_data,0.6741573033707866
16,kd_tree,2,wine_data,0.6797752808988764
17,kd_tree,2,wine_data,0.6910112359550562
18,kd_tree,2,wine_data,0.6685393258426966
19,kd_tree,2,wine_data,0.6797752808988764
20,kd_tree,2,wine_data,0.6629213483146068
21,kd_tree,2,wine_data,0.6797752808988764
22,kd_tree,2,wine_data,0.6741573033707866
23,kd_tree,2,wine_data,0.6797752808988764
24,kd_tree,2,wine_data,0.6853932584269662
25,kd_tree,2,wine_data,0.6910112359550562
26,kd_tree,2,wine_data,0.6853932584269663
27,kd_tree,2,wine_data,0.6853932584269662
28,kd_tree,2,wine_data,0.6853932584269663
29,kd_tree,2,wine_data,0.696629213483146
30,kd_tree,2,wine_data,0.6910112359550562
31,kd_tree,2,wine_data,0.702247191011236
32,kd_tree,2,wine_data,0.7078651685393258
33,kd_tree,2,wine_data,0.7078651685393258
34,kd_tree,2,wine_data,0.7134831460674157
35,kd_tree,2,wine_data,0.702247191011236
36,kd_tree,2,wine_data,0.7078651685393258
37,kd_tree,2,wine_data,0.702247191011236
38,kd_tree,2,wine_data,0.7078651685393258
39,kd_tree,2,wine_data,0.7078651685393258
40,kd_tree,2,wine_data,0.7078651685393258
41,kd_tree,2,wine_data,0.6966292134831461
42,kd_tree,2,wine_data,0.7303370786516854
43,kd_tree,2,wine_data,0.7247191011235955
44,kd_tree,2,wine_data,0.702247191011236
45,kd_tree,2,wine_data,0.7078651685393258
46,kd_tree,2,wine_data,0.7078651685393258
47,kd_tree,2,wine_data,0.702247191011236
48,kd_tree,2,wine_data,0.696629213483146
49,kd_tree,2,wine_data,0.6910112359550562
3,brute,2,wine_data,0.646067415730337
4,brute,2,wine_data,0.6741573033707865
5,brute,2,wine_data,0.6629213483146067
6,brute,2,wine_data,0.6685393258426966
7,brute,2,wine_data,0.6741573033707866
8,brute,2,wine_data,0.6460674157303371
9,brute,2,wine_data,0.646067415730337
10,brute,2,wine_data,0.6685393258426966
11,brute,2,wine_data,0.6741573033707865
12,brute,2,wine_data,0.6685393258426966
13,brute,2,wine_data,0.651685393258427
14,brute,2,wine_data,0.6629213483146068
15,brute,2,wine_data,0.6741573033707866
16,brute,2,wine_data,0.6797752808988764
17,brute,2,wine_data,0.6910112359550562
18,brute,2,wine_data,0.6685393258426966
19,brute,2,wine_data,0.6797752808988764
20,brute,2,wine_data,0.6629213483146068
21,brute,2,wine_data,0.6797752808988764
22,brute,2,wine_data,0.6741573033707866
23,brute,2,wine_data,0.6797752808988764
24,brute,2,wine_data,0.6853932584269662
25,brute,2,wine_data,0.6910112359550562
26,brute,2,wine_data,0.6853932584269663
27,brute,2,wine_data,0.6853932584269662
28,brute,2,wine_data,0.6853932584269663
29,brute,2,wine_data,0.696629213483146
30,brute,2,wine_data,0.6910112359550562
31,brute,2,wine_data,0.702247191011236
32,brute,2,wine_data,0.7078651685393258
33,brute,2,wine_data,0.7078651685393258
34,brute,2,wine_data,0.7134831460674157
35,brute,2,wine_data,0.702247191011236
36,brute,2,wine_data,0.7078651685393258
37,brute,2,wine_data,0.702247191011236
38,brute,2,wine_data,0.7078651685393258
39,brute,2,wine_data,0.7078651685393258
40,brute,2,wine_data,0.7078651685393258
41,brute,2,wine_data,0.6966292134831461
42,brute,2,wine_data,0.7303370786516854
43,brute,2,wine_data,0.7247191011235955
44,brute,2,wine_data,0.702247191011236
45,brute,2,wine_data,0.7078651685393258
46,brute,2,wine_data,0.7078651685393258
47,brute,2,wine_data,0.702247191011236
48,brute,2,wine_data,0.696629213483146
49,brute,2,wine_data,0.6910112359550562
3,auto,3,wine_data,0.6631826741996233
4,auto,3,wine_data,0.6405838041431262
5,auto,3,wine_data,0.6631826741996234
6,auto,3,wine_data,0.6576271186440678
7,auto,3,wine_data,0.6574387947269303
8,auto,3,wine_data,0.6573446327683615
9,auto,3,wine_data,0.6741996233521657
10,auto,3,wine_data,0.6518832391713748
11,auto,3,wine_data,0.6688323917137476
12,auto,3,wine_data,0.6519774011299435
13,auto,3,wine_data,0.6631826741996233
14,auto,3,wine_data,0.6631826741996233
15,auto,3,wine_data,0.6631826741996233
16,auto,3,wine_data,0.657532956685499
17,auto,3,wine_data,0.6686440677966101
18,auto,3,wine_data,0.6688323917137478
19,auto,3,wine_data,0.6797551789077212
20,auto,3,wine_data,0.6630885122410546
21,auto,3,wine_data,0.6685499058380414
22,auto,3,wine_data,0.6686440677966101
23,auto,3,wine_data,0.6854048964218454
24,auto,3,wine_data,0.6798493408662899
25,auto,3,wine_data,0.6685499058380414
26,auto,3,wine_data,0.6799435028248588
27,auto,3,wine_data,0.6741996233521657
28,auto,3,wine_data,0.6799435028248588
29,auto,3,wine_data,0.6854990583804144
30,auto,3,wine_data,0.6854990583804144
31,auto,3,wine_data,0.6741996233521657
32,auto,3,wine_data,0.6911487758945386
33,auto,3,wine_data,0.6854990583804144
34,auto,3,wine_data,0.6911487758945386
35,auto,3,wine_data,0.6854048964218457
36,auto,3,wine_data,0.6798493408662901
37,auto,3,wine_data,0.6797551789077212
38,auto,3,wine_data,0.6911487758945386
39,auto,3,wine_data,0.6911487758945386
40,auto,3,wine_data,0.6855932203389831
41,auto,3,wine_data,0.6857815442561206
42,auto,3,wine_data,0.6913370998116761
43,auto,3,wine_data,0.6856873822975519
44,auto,3,wine_data,0.7080979284369114
45,auto,3,wine_data,0.6914312617702448
46,auto,3,wine_data,0.7080037664783427
47,auto,3,wine_data,0.6968926553672317
48,auto,3,wine_data,0.7080979284369114
49,auto,3,wine_data,0.7026365348399247
3,ball_tree,3,wine_data,0.6631826741996233
4,ball_tree,3,wine_data,0.6405838041431262
5,ball_tree,3,wine_data,0.6631826741996234
6,ball_tree,3,wine_data,0.6576271186440678
7,ball_tree,3,wine_data,0.6574387947269303
8,ball_tree,3,wine_data,0.6573446327683615
9,ball_tree,3,wine_data,0.6741996233521657
10,ball_tree,3,wine_data,0.6518832391713748
11,ball_tree,3,wine_data,0.6688323917137476
12,ball_tree,3,wine_data,0.6519774011299435
13,ball_tree,3,wine_data,0.6631826741996233
14,ball_tree,3,wine_data,0.6631826741996233
15,ball_tree,3,wine_data,0.6631826741996233
16,ball_tree,3,wine_data,0.657532956685499
17,ball_tree,3,wine_data,0.6686440677966101
18,ball_tree,3,wine_data,0.6688323917137478
19,ball_tree,3,wine_data,0.6797551789077212
20,ball_tree,3,wine_data,0.6630885122410546
21,ball_tree,3,wine_data,0.6685499058380414
22,ball_tree,3,wine_data,0.6686440677966101
23,ball_tree,3,wine_data,0.6854048964218454
24,ball_tree,3,wine_data,0.6798493408662899
25,ball_tree,3,wine_data,0.6685499058380414
26,ball_tree,3,wine_data,0.6799435028248588
27,ball_tree,3,wine_data,0.6741996233521657
28,ball_tree,3,wine_data,0.6799435028248588
29,ball_tree,3,wine_data,0.6854990583804144
30,ball_tree,3,wine_data,0.6854990583804144
31,ball_tree,3,wine_data,0.6741996233521657
32,ball_tree,3,wine_data,0.6911487758945386
33,ball_tree,3,wine_data,0.6854990583804144
34,ball_tree,3,wine_data,0.6911487758945386
35,ball_tree,3,wine_data,0.6854048964218457
36,ball_tree,3,wine_data,0.6798493408662901
37,ball_tree,3,wine_data,0.6797551789077212
38,ball_tree,3,wine_data,0.6911487758945386
39,ball_tree,3,wine_data,0.6911487758945386
40,ball_tree,3,wine_data,0.6855932203389831
41,ball_tree,3,wine_data,0.6857815442561206
42,ball_tree,3,wine_data,0.6913370998116761
43,ball_tree,3,wine_data,0.6856873822975519
44,ball_tree,3,wine_data,0.7080979284369114
45,ball_tree,3,wine_data,0.6914312617702448
46,ball_tree,3,wine_data,0.7080037664783427
47,ball_tree,3,wine_data,0.6968926553672317
48,ball_tree,3,wine_data,0.7080979284369114
49,ball_tree,3,wine_data,0.7026365348399247
3,kd_tree,3,wine_data,0.6631826741996233
4,kd_tree,3,wine_data,0.6405838041431262
5,kd_tree,3,wine_data,0.6631826741996234
6,kd_tree,3,wine_data,0.6576271186440678
7,kd_tree,3,wine_data,0.6574387947269303
8,kd_tree,3,wine_data,0.6573446327683615
9,kd_tree,3,wine_data,0.6741996233521657
10,kd_tree,3,wine_data,0.6518832391713748
11,kd_tree,3,wine_data,0.6688323917137476
12,kd_tree,3,wine_data,0.6519774011299435
13,kd_tree,3,wine_data,0.6631826741996233
14,kd_tree,3,wine_data,0.6631826741996233
15,kd_tree,3,wine_data,0.6631826741996233
16,kd_tree,3,wine_data,0.657532956685499
17,kd_tree,3,wine_data,0.6686440677966101
18,kd_tree,3,wine_data,0.6688323917137478
19,kd_tree,3,wine_data,0.6797551789077212
20,kd_tree,3,wine_data,0.6630885122410546
21,kd_tree,3,wine_data,0.6685499058380414
22,kd_tree,3,wine_data,0.6686440677966101
23,kd_tree,3,wine_data,0.6854048964218454
24,kd_tree,3,wine_data,0.6798493408662899
25,kd_tree,3,wine_data,0.6685499058380414
26,kd_tree,3,wine_data,0.6799435028248588
27,kd_tree,3,wine_data,0.6741996233521657
28,kd_tree,3,wine_data,0.6799435028248588
29,kd_tree,3,wine_data,0.6854990583804144
30,kd_tree,3,wine_data,0.6854990583804144
31,kd_tree,3,wine_data,0.6741996233521657
32,kd_tree,3,wine_data,0.6911487758945386
33,kd_tree,3,wine_data,0.6854990583804144
34,kd_tree,3,wine_data,0.6911487758945386
35,kd_tree,3,wine_data,0.6854048964218457
36,kd_tree,3,wine_data,0.6798493408662901
37,kd_tree,3,wine_data,0.6797551789077212
38,kd_tree,3,wine_data,0.6911487758945386
39,kd_tree,3,wine_data,0.6911487758945386
40,kd_tree,3,wine_data,0.6855932203389831
41,kd_tree,3,wine_data,0.6857815442561206
42,kd_tree,3,wine_data,0.6913370998116761
43,kd_tree,3,wine_data,0.6856873822975519
44,kd_tree,3,wine_data,0.7080979284369114
45,kd_tree,3,wine_data,0.6914312617702448
46,kd_tree,3,wine_data,0.7080037664783427
47,kd_tree,3,wine_data,0.6968926553672317
48,kd_tree,3,wine_data,0.7080979284369114
49,kd_tree,3,wine_data,0.7026365348399247
3,brute,3,wine_data,0.6631826741996233
4,brute,3,wine_data,0.6405838041431262
5,brute,3,wine_data,0.6631826741996234
6,brute,3,wine_data,0.6576271186440678
7,brute,3,wine_data,0.6574387947269303
8,brute,3,wine_data,0.6573446327683615
9,brute,3,wine_data,0.6741996233521657
10,brute,3,wine_data,0.6518832391713748
11,brute,3,wine_data,0.6688323917137476
12,brute,3,wine_data,0.6519774011299435
13,brute,3,wine_data,0.6631826741996233
14,brute,3,wine_data,0.6631826741996233
15,brute,3,wine_data,0.6631826741996233
16,brute,3,wine_data,0.657532956685499
17,brute,3,wine_data,0.6686440677966101
18,brute,3,wine_data,0.6688323917137478
19,brute,3,wine_data,0.6797551789077212
20,brute,3,wine_data,0.6630885122410546
21,brute,3,wine_data,0.6685499058380414
22,brute,3,wine_data,0.6686440677966101
23,brute,3,wine_data,0.6854048964218454
24,brute,3,wine_data,0.6798493408662899
25,brute,3,wine_data,0.6685499058380414
26,brute,3,wine_data,0.6799435028248588
27,brute,3,wine_data,0.6741996233521657
28,brute,3,wine_data,0.6799435028248588
29,brute,3,wine_data,0.6854990583804144
30,brute,3,wine_data,0.6854990583804144
31,brute,3,wine_data,0.6741996233521657
32,brute,3,wine_data,0.6911487758945386
33,brute,3,wine_data,0.6854990583804144
34,brute,3,wine_data,0.6911487758945386
35,brute,3,wine_data,0.6854048964218457
36,brute,3,wine_data,0.6798493408662901
37,brute,3,wine_data,0.6797551789077212
38,brute,3,wine_data,0.6911487758945386
39,brute,3,wine_data,0.6911487758945386
40,brute,3,wine_data,0.6855932203389831
41,brute,3,wine_data,0.6857815442561206
42,brute,3,wine_data,0.6913370998116761
43,brute,3,wine_data,0.6856873822975519
44,brute,3,wine_data,0.7080979284369114
45,brute,3,wine_data,0.6914312617702448
46,brute,3,wine_data,0.7080037664783427
47,brute,3,wine_data,0.6968926553672317
48,brute,3,wine_data,0.7080979284369114
49,brute,3,wine_data,0.7026365348399247
3,auto,4,wine_data,0.6744949494949495
4,auto,4,wine_data,0.662878787878788
5,auto,4,wine_data,0.6856060606060606
6,auto,4,wine_data,0.680429292929293
7,auto,4,wine_data,0.6797979797979798
8,auto,4,wine_data,0.6853535353535354
9,auto,4,wine_data,0.6516414141414142
10,auto,4,wine_data,0.6684343434343434
11,auto,4,wine_data,0.6742424242424243
12,auto,4,wine_data,0.6630050505050504
13,auto,4,wine_data,0.6685606060606061
14,auto,4,wine_data,0.6464646464646465
15,auto,4,wine_data,0.6574494949494949
16,auto,4,wine_data,0.6463383838383838
17,auto,4,wine_data,0.6463383838383838
18,auto,4,wine_data,0.6632575757575758
19,auto,4,wine_data,0.6799242424242424
20,auto,4,wine_data,0.6688131313131314
21,auto,4,wine_data,0.696590909090909
22,auto,4,wine_data,0.6742424242424243
23,auto,4,wine_data,0.685479797979798
24,auto,4,wine_data,0.6742424242424243
25,auto,4,wine_data,0.6909090909090909
26,auto,4,wine_data,0.6967171717171716
27,auto,4,wine_data,0.6967171717171716
28,auto,4,wine_data,0.6911616161616161
29,auto,4,wine_data,0.7022727272727272
30,auto,4,wine_data,0.6967171717171716
31,auto,4,wine_data,0.6967171717171716
32,auto,4,wine_data,0.7025252525252526
33,auto,4,wine_data,0.6912878787878788
34,auto,4,wine_data,0.6968434343434343
35,auto,4,wine_data,0.6968434343434344
36,auto,4,wine_data,0.7195707070707071
37,auto,4,wine_data,0.6968434343434344
38,auto,4,wine_data,0.7195707070707071
39,auto,4,wine_data,0.6912878787878789
40,auto,4,wine_data,0.7026515151515151
41,auto,4,wine_data,0.696969696969697
42,auto,4,wine_data,0.7082070707070707
43,auto,4,wine_data,0.7140151515151516
44,auto,4,wine_data,0.6916666666666667
45,auto,4,wine_data,0.6861111111111111
46,auto,4,wine_data,0.6916666666666667
47,auto,4,wine_data,0.6916666666666667
48,auto,4,wine_data,0.6859848484848484
49,auto,4,wine_data,0.6748737373737373
3,ball_tree,4,wine_data,0.6744949494949495
4,ball_tree,4,wine_data,0.662878787878788
5,ball_tree,4,wine_data,0.6856060606060606
6,ball_tree,4,wine_data,0.680429292929293
7,ball_tree,4,wine_data,0.6797979797979798
8,ball_tree,4,wine_data,0.6853535353535354
9,ball_tree,4,wine_data,0.6516414141414142
10,ball_tree,4,wine_data,0.6684343434343434
11,ball_tree,4,wine_data,0.6742424242424243
12,ball_tree,4,wine_data,0.6630050505050504
13,ball_tree,4,wine_data,0.6685606060606061
14,ball_tree,4,wine_data,0.6464646464646465
15,ball_tree,4,wine_data,0.6574494949494949
16,ball_tree,4,wine_data,0.6463383838383838
17,ball_tree,4,wine_data,0.6463383838383838
18,ball_tree,4,wine_data,0.6632575757575758
19,ball_tree,4,wine_data,0.6799242424242424
20,ball_tree,4,wine_data,0.6688131313131314
21,ball_tree,4,wine_data,0.696590909090909
22,ball_tree,4,wine_data,0.6742424242424243
23,ball_tree,4,wine_data,0.685479797979798
24,ball_tree,4,wine_data,0.6742424242424243
25,ball_tree,4,wine_data,0.6909090909090909
26,ball_tree,4,wine_data,0.6967171717171716
27,ball_tree,4,wine_data,0.6967171717171716
28,ball_tree,4,wine_data,0.6911616161616161
29,ball_tree,4,wine_data,0.7022727272727272
30,ball_tree,4,wine_data,0.6967171717171716
31,ball_tree,4,wine_data,0.6967171717171716
32,ball_tree,4,wine_data,0.7025252525252526
33,ball_tree,4,wine_data,0.6912878787878788
34,ball_tree,4,wine_data,0.6968434343434343
35,ball_tree,4,wine_data,0.6968434343434344
36,ball_tree,4,wine_data,0.7195707070707071
37,ball_tree,4,wine_data,0.6968434343434344
38,ball_tree,4,wine_data,0.7195707070707071
39,ball_tree,4,wine_data,0.6912878787878789
40,ball_tree,4,wine_data,0.7026515151515151
41,ball_tree,4,wine_data,0.696969696969697
42,ball_tree,4,wine_data,0.7082070707070707
43,ball_tree,4,wine_data,0.7140151515151516
44,ball_tree,4,wine_data,0.6916666666666667
45,ball_tree,4,wine_data,0.6861111111111111
46,ball_tree,4,wine_data,0.6916666666666667
47,ball_tree,4,wine_data,0.6916666666666667
48,ball_tree,4,wine_data,0.6859848484848484
49,ball_tree,4,wine_data,0.6748737373737373
3,kd_tree,4,wine_data,0.6744949494949495
4,kd_tree,4,wine_data,0.662878787878788
5,kd_tree,4,wine_data,0.6856060606060606
6,kd_tree,4,wine_data,0.680429292929293
7,kd_tree,4,wine_data,0.6797979797979798
8,kd_tree,4,wine_data,0.6853535353535354
9,kd_tree,4,wine_data,0.6516414141414142
10,kd_tree,4,wine_data,0.6684343434343434
11,kd_tree,4,wine_data,0.6742424242424243
12,kd_tree,4,wine_data,0.6630050505050504
13,kd_tree,4,wine_data,0.6685606060606061
14,kd_tree,4,wine_data,0.6464646464646465
15,kd_tree,4,wine_data,0.6574494949494949
16,kd_tree,4,wine_data,0.6463383838383838
17,kd_tree,4,wine_data,0.6463383838383838
18,kd_tree,4,wine_data,0.6632575757575758
19,kd_tree,4,wine_data,0.6799242424242424
20,kd_tree,4,wine_data,0.6688131313131314
21,kd_tree,4,wine_data,0.696590909090909
22,kd_tree,4,wine_data,0.6742424242424243
23,kd_tree,4,wine_data,0.685479797979798
